meanings,signal length,signal dimension,MI,theoretical best
64,4,3,2.130134105682373,6.0
64,5,1,5.33376896783011e-06,6.0
64,5,1,0.1523396521806717,6.0
64,5,1,1.4941630070097744e-05,6.0
64,5,1,6.038931587681873e-06,6.0
64,5,1,8.010164492588956e-06,6.0
64,5,1,3.389664925634861e-05,6.0
64,5,1,1.2984999557374977e-05,6.0
64,5,1,5.1408537729003e-06,6.0
64,5,1,3.3749915928638075e-06,6.0
64,5,1,1.0898548680415843e-05,6.0
64,5,2,5.064275683253072e-06,6.0
64,5,2,0.5011202692985535,6.0
64,5,2,1.85940461960854e-05,6.0
64,5,2,0.2779272496700287,6.0
64,5,2,8.623658686701674e-06,6.0
64,5,2,0.5602657198905945,6.0
64,5,2,0.45781949162483215,6.0
64,5,2,0.4702072739601135,6.0
64,5,2,0.41787102818489075,6.0
64,5,2,8.95160064828815e-06,6.0
64,5,3,0.6844168305397034,6.0
64,5,3,0.511610209941864,6.0
64,5,3,0.5803227424621582,6.0
64,5,3,0.6426022052764893,6.0
64,5,3,0.5864918231964111,6.0
64,5,3,0.7201413512229919,6.0
64,5,3,0.3999227285385132,6.0
64,5,3,1.369856595993042,6.0
64,5,3,0.5767669677734375,6.0
64,5,3,9.976844012271613e-06,6.0
